In-Silico PCR Results Count,Sequence Length,Molecular Weight,nmol/A260,Micrograms/A260,Basic Tm,Salt Adjusted Tm,Nearest Neighbor Tm,A_Count,T_Count,G_Count,C_Count,GC Clamp,Self-Annealing,Hairpin Formation,Primer_Valid
1,20.203456124278706,6326.809805366062,5.1203296330534736,34.35333195509567,50.962866944424995,49.178193021581315,65.07497946650385,9.967747304,1.2187390388493946,3.1479127938209235,1.850693057983538,0,0,0,0
1,21.63282271013979,6558.6856399722365,6.170993873874434,31.05049902524513,51.93002083,49.604806382061646,63.20126415949764,2.7099066009368777,8.148395643706083,5.236711705152871,4.9106742096372615,0,0,0,0
1,21.12454619831236,6515.587159371409,4.9060111696038025,34.35464735396597,52.39163584050624,50.21881737069704,64.64645701801818,1.6109520841784097,8.711590392849216,6.409435238378464,2.6809774103456463,0,0,0,0
1,21.207880023304696,6077.962692628698,4.845504751966055,31.881612492100036,50.030403069523175,49.531597032925205,64.36176177577987,3.312676433432613,7.135089060428677,8.99216825,9.102955074907698,0,0,0,0
1,20.818647236389054,5954.573385068112,6.147354704,34.56389863842329,55.643889309617606,50.78736635399421,64.50894298228062,3.5568798925856706,0.2661950832963951,8.838369717955075,7.461535215094942,0,0,0,0
1,20.830379339464834,6195.290790184249,4.6580114150078415,33.57217444669902,53.03242237665053,45.21566213711554,64.97692202539984,3.522753351825277,3.9544965590537795,7.363782573,9.620538816318039,0,0,0,0
1,20.684558687103824,6510.3171178905195,6.179778503831571,36.20510194147218,51.13262687744968,50.88822870232545,64.38234513956732,0.03793208,6.910699366698099,5.419125185135392,9.051880590556241,0,0,0,0
1,21.457386675005278,6586.504784187926,4.647366598181683,29.784598817329094,52.61490303277003,47.881294566847316,63.27227106411239,2.3284251605035577,4.1000880631822865,1.4977860256086577,6.0823093886208355,0,0,0,0
1,20.388688254863318,6156.434889024109,5.1829020491008855,30.26184162424612,55.71012907218829,45.526306434175076,66.04182961131112,7.587273491691457,0.14750372721966498,3.744682415865088,9.814419009843505,0,0,0,0
1,20.74027005803417,5974.974934159888,4.636605630347568,32.07375301423209,54.31441842706766,45.46347870187636,65.17232869754332,6.855387609054223,1.6651585916734302,5.695600893739259,3.605210714357303,0,0,0,0
1,21.821551957680057,6398.2283237272195,5.069319606849166,34.10037979844424,55.91929303,46.63813611166858,64.56415740971315,5.726108232028246,2.011065041968772,5.440101306315169,2.2271508036806944,0,0,0,0
1,20.578930176621625,6565.152389526468,4.686546486885105,33.91330280088779,53.73411239824178,49.27539147,63.73238825537279,2.6663267757508855,6.899301332771374,6.333348505052031,9.149102271905969,0,0,0,0
1,20.13111047600614,6162.212482608371,5.197426878200327,34.818719128443945,50.26825665889311,50.85866305527707,64.65706363409132,8.492780528754803,7.967424889091432,3.0961095737177025,0.9518046616009534,0,0,0,0
1,20.952561414783897,6514.105593893821,5.496054614,33.58955119838305,50.43913364307364,47.213660029322874,64.05516556919353,2.9787031098950365,8.295246032844565,9.257944170255941,5.828245730678921,0,0,0,0
1,20.94171274128309,6133.295630610397,5.208212226509884,34.18047201106332,52.11708170384325,50.824777589547125,64.75114724531339,3.5912383233298364,5.631070557088626,1.5453379501046691,9.604511033867654,0,0,0,0
1,20.18292263,6266.214785921376,5.478685342008574,31.27184632587844,55.62000215084083,45.12361751282796,65.24707085158585,8.414857332598455,5.9457263495575985,7.229453987616107,2.5473133862199013,0,0,0,0
1,20.485226503202668,6034.555461786184,6.133305815704534,31.21414343687987,50.838553918556705,46.43098317124336,65.70371978673276,2.299321192054621,3.2800369737114936,4.283750904911513,4.8081303230410954,0,0,0,0
1,21.082893775565218,6692.1804202653875,5.578916962136427,35.38715121076638,55.509742110970784,49.26520207284819,66.09008640901096,2.738425093229896,4.036856127554551,3.1574592766249485,9.49724127,0,0,0,0
1,20.729717368861305,6473.215875603663,5.837064171952953,31.640460075674852,51.772007720481604,49.572116619427234,65.19301190787964,2.8879284679545814,8.379174110515455,8.067848516,2.1073084022796698,0,0,0,0
1,21.45039991280613,6307.838521801697,4.623683059090209,36.397126584214874,55.04751660774893,49.39413706955638,64.01078492148321,5.933138147073699,8.241667753,6.121717636747698,2.425963924,0,0,0,0
1,21.87650796322096,6027.195569221698,5.422750778736542,35.12701494227339,54.798640745104336,49.13588849,64.75034361654026,0.11564969386332224,2.197319887212428,4.541022496705812,0.15634368810828358,0,0,0,0
1,20.95152468511199,5962.293646426928,5.53505352,33.709498010421186,55.98569354026365,45.90812481521345,64.70045175333368,0.5703544985586229,4.594715749633893,6.385471008685603,7.649397544617669,0,0,0,0
1,20.45138844656187,6644.312618872824,4.835379294923731,34.04851732201013,52.29862353458535,45.24253931146928,65.41427036356905,5.289672773917616,5.0758716541106725,7.586433809892109,2.3431437001687296,0,0,0,0
1,20.588715120135046,6201.615934061716,5.764130672393641,32.67178456976384,50.05725769327869,46.729431055916294,66.03389307,7.796960750077378,2.8199134745112233,5.901415543,7.534204362847222,0,0,0,0
1,21.757425569103802,6405.964004752385,5.721671821306078,35.498836706788744,50.05990763488683,48.197776937475474,63.19782749324944,5.975841558393878,6.732575143,3.7491060998710886,7.801686259217343,0,0,0,0
1,21.69387710121616,6445.991427528994,4.782528311566429,31.751721259786017,54.46342742342232,50.09994999,65.17001422795083,5.960592271769803,2.2998763420144837,5.815162258573718,3.1036919253634743,0,0,0,0
1,21.472754667783665,6224.538595895554,4.701730318947172,33.35943320249239,51.26281909329189,50.21812687634448,65.10710375055436,5.515931666748458,6.115764073856964,9.509795003735299,8.407682318502234,0,0,0,0
1,20.201162299415305,6039.080097844733,5.927008214531507,31.696530729609787,54.66931139458055,47.440944572457504,65.71091051168509,6.192948799676459,5.874759476023784,2.058749394113196,6.376245563691583,0,0,0,0
1,21.378540410239452,6089.748256281008,4.652514775959138,33.69896565378305,55.77206124007128,46.62116683674474,64.91315526653725,1.0402420723794692,5.2441590294176175,8.720055904095021,4.050643352887987,0,0,0,0
1,21.980795791269564,6651.668415840473,5.362255212388889,34.34890696453545,51.97819219310435,49.43494461555941,64.55531152630827,7.104945819472505,6.711830492385571,9.587229121131836,6.977062263122059,0,0,0,0
1,21.15755496159725,6604.174728701246,5.243640856619023,29.077564493846708,51.046524650433774,46.89611864142929,65.73878138,3.412170638057529,6.360731353707848,2.862468953765374,3.8816479090839984,0,0,0,0
1,20.221095494016264,6003.069632905413,5.3676226259282735,33.38409268259307,55.18627706977945,48.388504773016166,63.72235141931367,5.834180591974196,7.283024157886373,7.644526947361315,7.197750584410984,0,0,0,0
1,21.718966912881946,5935.343857098506,6.012128144763257,30.33726636123353,52.54769973970778,47.81808733189221,65.19898705,3.495112606840265,3.9830165761831813,7.566934976386635,6.229359545205403,0,0,0,0
1,21.27774063663714,6631.025044549854,5.455299465354717,36.10016383882933,51.55123121835922,46.96768228666885,65.81759328792623,5.4641587916594965,8.101556923188433,6.244450691081816,9.743716230441466,0,0,0,0
1,21.339241367594344,6121.894118434806,5.381647604,31.861064668932055,51.37661145452357,47.89890053021976,63.40850659112391,3.8361863337720683,3.633182620804603,6.712980224528963,6.7777371180624115,0,0,0,0
1,21.995524176483425,6524.205393103225,5.869428053533047,32.98303774747569,54.61589487805634,45.12530854798141,63.17632466490171,3.2685211584108744,4.797259339,9.890988715,6.375878034948723,0,0,0,0
1,20.824588454008136,6692.005456548138,4.867327209703686,32.52337285643969,53.33825646769729,47.34884925858874,63.740405816984484,8.461643706830008,6.1351569813382145,9.796409464057884,6.767315685729126,0,0,0,0
1,21.378884702643756,6040.368807097968,4.717250230325697,30.898229010988793,52.74215395692305,45.17734821,64.22798815708337,3.9312665033124574,2.4139688533584844,4.9971516314898095,0.8295749618518156,0,0,0,0
1,20.777191038799344,6662.756915339587,5.341509287,31.347192047931763,55.94374774923553,45.48773947733102,63.76819863136437,1.3220723161739345,3.9961112792022075,6.4580093615658685,7.982577400884679,0,0,0,0
1,20.20239855700576,6473.520544955501,4.854176845926225,35.03201343627816,50.47745345115754,46.74239599140877,64.15544100329045,0.5502744543101834,6.876589789,2.1195822906824793,6.364979476954183,0,0,0,0
1,21.16744300995271,6342.839396042455,5.1580292375797105,31.816515419179996,52.77200414119103,50.32567336190519,65.26733319223547,0.39388908436496783,0.2778446647927567,7.249117950138738,4.377893414751128,0,0,0,0
1,21.732500515322926,6262.053458242005,5.773430988975311,30.960263466846463,52.411479031289794,49.31750092882394,64.31480857062637,6.638951562,6.332225891654117,1.1394256952955981,3.8137901701290366,0,0,0,0
1,20.714918199105675,5985.042921707978,5.195387671249039,33.83521763369707,50.42417680111267,46.696756549217454,65.26460649725594,5.119968912092569,6.9186262281689155,2.7006121443364655,3.882173814958647,0,0,0,0
1,20.959090556457923,5969.922945194502,5.700396028741869,29.271193189241618,50.79972356916599,50.89502002179218,64.39983364244121,2.9232601426118707,6.544464421,9.922134846882225,4.026669321890481,0,0,0,0
1,20.877834282586086,6413.705862506842,6.068239326015538,31.76656150057074,55.054711085779864,49.901850756088756,64.32813295588556,0.6531720354409642,2.3788662942015186,1.6984289161891812,2.693479457144905,0,0,0,0
1,20.56649664210002,6045.580882089571,5.469217174082133,30.950246810809208,55.881810976110174,48.642546717190065,63.336497619704986,2.9544680138206267,7.337455920211819,1.3001344548998248,6.327004574709402,0,0,0,0
1,21.811692161685002,6546.182002373523,4.830159226621787,32.81023669484451,53.75077909828949,47.42811601859528,65.92895000930604,9.501173818278673,6.8358082562808224,7.169563823427619,1.261764622504491,0,0,0,0
1,20.531076329735484,6028.07,4.768297503162599,31.799596954897478,52.52672586,50.971937824916395,63.52358583,6.346143454268265,3.5252739147223178,3.9499186051162516,9.065449613341663,0,0,0,0
1,21.84362813572432,6555.402105247899,5.5337295344594875,30.138547786043468,52.391106052091374,47.44351546370448,64.07191930390105,7.801610529072835,4.071920809472889,2.202192539581854,7.294495527984536,0,0,0,0
1,20.784690535286185,5976.7154738524305,5.418053430572139,36.21951433575414,50.67290607082122,50.51961456030216,65.25175392553355,4.940876836843515,7.838928268047812,5.41925548,7.044859931989981,0,0,0,0
1,21.093041978511323,6395.508941412371,4.710430688812136,32.10513044235067,51.515687310645625,46.19055967802086,64.08921751173446,7.478483449,7.303132685115174,6.114367994052775,7.077864433808036,0,0,0,0
1,20.218208445007956,6131.6484962874665,4.9771505058868675,34.35822488795798,54.83458584098478,48.132439386057825,64.31417682947267,4.543423817,4.431850870920149,8.046656157783474,1.805428821508055,0,0,0,0
1,20.527549541713263,6226.695445260406,5.927085644198346,35.11164115983514,54.22061312864605,50.50978964982719,64.85329523498689,4.199768801585961,4.666674243,6.9584080878915175,2.384816495541876,0,0,0,0
1,21.006752762169313,6196.384346,5.876123614051777,30.027556483092194,52.76749704423383,46.14552014078773,63.78512897936246,5.341109865799446,0.006609326,4.738509785973105,3.9541949705403834,0,0,0,0
1,20.568233435739153,6573.318135152797,5.132597663604599,31.039393889071942,50.364053096997495,46.85799871848889,63.51060622,0.32884768145150844,1.6290524016627606,8.399600127397676,5.103748263645511,0,0,0,0
1,21.73319898122865,6189.092077304112,5.769478140069528,29.938821528716282,55.936379642067244,46.08091220034386,64.36742639064772,5.753784527853815,0.5046985766354088,7.488066031030158,0.3766792054928514,0,0,0,0
1,21.334857565354177,6166.2229925678985,5.174560228411757,29.126729057381645,50.427477315750316,50.46885146,63.74436059883571,8.055800122984191,7.123352180063823,6.144924468206728,2.0927958466693406,0,0,0,0
1,21.305797509106892,6532.328096280016,5.733435719372242,33.85573827235869,50.50225020122738,46.84705045,64.98181035315135,1.7006704612692225,3.133524280374374,9.912175244282246,0.8696440171334363,0,0,0,0
1,20.27613515553746,5972.311161594031,5.479559491,30.682496392597393,50.75643929986826,45.268130635228026,64.89417068,6.531167824897049,3.3854245220316934,3.2758098548913512,2.396925070387328,0,0,0,0
1,20.733815943897348,6064.307040896324,5.7659765386317625,33.86273844952026,53.562767354232285,48.830878690139706,65.58751944406835,3.4766918417239214,3.5533319400008323,7.020363360742862,5.644408043950195,0,0,0,0
1,21.983865911774135,6638.797490467688,5.172109590928677,34.71883679739376,50.033224767536794,45.52444037724469,65.29090618351925,5.660191394,3.5362664111408564,4.548954471828611,9.502233032701735,0,0,0,0
1,21.318447728781425,6519.644643768436,5.423994373543243,29.43443481209742,52.64841289040748,50.08004608653763,65.51067619516373,0.8490661826473422,8.916013726,4.112658022604402,7.3554838435844685,0,0,0,0
1,20.192840549739838,6079.036188578353,5.202281896867709,33.569456781232596,50.853907404428256,45.225958704340165,64.86648621178938,7.562203311328217,1.1370126023856586,2.1030610591669814,3.200117615961301,0,0,0,0
1,20.459356398533206,6075.581074129164,4.857395768,29.431338873582476,55.94451383775026,47.323614969695534,64.41679506938664,5.595834422011489,4.803927626501916,7.289714364697692,0.12679826478030565,0,0,0,0
1,20.407444906208116,6152.010614255941,5.844283618523033,29.969156876268066,54.478657990868356,45.08107726028107,65.75396478256049,7.478569750298404,5.139348980592073,3.843866939937922,2.2848350178733567,0,0,0,0
1,20.29958094693304,6582.993222325623,5.987725662603044,36.40865402790806,54.02131249566668,47.76160413300814,65.16573465431209,8.859484004882049,8.506762703375557,7.032856545956416,4.7861864488011125,0,0,0,0
1,20.703528927895686,6088.944985563699,5.834981372540097,31.624323819987904,54.38001646487476,45.33154918983906,64.44885697714223,6.297320939241987,6.761816049067623,6.971783824170732,3.270848898112717,0,0,0,0
1,20.14264962334007,6504.666372755928,5.4477980739279666,30.388607414828275,53.76308964809489,50.460441669876914,64.81169002213827,3.0005614626768584,7.309043412018901,5.723310826370553,3.246643790763674,0,0,0,0
1,20.78092074129269,6278.758921863973,5.602302472803846,32.00693864306345,50.05177157809096,49.001668308451656,65.63393409572606,8.613266358669275,7.499376223,6.9227643024169385,7.801059734899609,0,0,0,0
1,21.611806788351515,6647.891498538431,4.647543941745285,29.823645317100876,53.47101756838493,50.486000745252596,65.65057432497497,6.7108006512519935,1.6117846889385579,9.76014878,3.8105547564513276,0,0,0,0
1,20.67335590242632,6509.746032076032,5.747464868386331,29.25335105848751,52.01831963497799,47.982379523620295,63.21821612822294,7.764712267,4.28045569,8.051787492617365,2.127498702,0,0,0,0
1,21.55551293364396,6025.523619324239,5.882936702,32.47430011243228,55.04305447956149,46.70801765779202,63.50903247215754,6.535020304,4.1384065836237465,8.562354074240243,6.619887554327336,0,0,0,0
1,20.84391894311803,6434.473456908741,5.313766920923546,32.02501962850282,55.934973419542665,46.92317758,65.20670757504936,2.405162122048793,3.238925253971823,2.7924688732504928,9.953995609064831,0,0,0,0
1,21.557430339340687,6671.054811404881,6.095424246434055,30.009565301810465,50.667145466834995,48.830651080523594,64.20156176821848,6.392406413603994,5.631063938851536,9.436499825787807,9.262090826,0,0,0,0
1,21.382147659968627,6113.777588113066,5.385159606557477,32.96226267159347,53.42006137411049,45.951145620530305,65.78708529079582,1.306997100855124,3.6496925666226296,9.224060748994084,1.2994455810556504,0,0,0,0
1,21.687646020709852,6195.747333,5.256880345497511,33.44816386344125,50.252202418826755,47.74355056237792,64.59262189706041,3.364862187218929,5.278567161888233,7.379536069570351,6.606619523471556,0,0,0,0
1,21.099931622141444,6465.087952959916,4.638658475488986,30.678703907163694,54.51249892722978,47.47292224,65.27745048083806,4.543048938352108,2.228484536295709,4.727644150680104,6.0713203702183325,0,0,0,0
1,21.70879055809439,6111.965223119959,4.653391651990916,33.48734300818358,52.83905104949964,47.01660845158757,63.338033653357826,9.312491529334444,8.556282822038101,8.468210355081673,9.846336055184736,0,0,0,0
1,20.54302104106613,6711.3291146390775,5.289613599331788,30.079339984766712,54.68065840785954,49.53765091060628,65.64931156675765,1.9907727007250287,2.3895210664617927,9.305093065,5.267126612055829,0,0,0,0
1,21.951462749250396,6650.791756,5.147574846184079,30.222587774032338,51.87364181125349,48.155945405941274,64.65598569751228,5.355882917815398,5.437850254420807,9.617244131875905,0.40427481783624986,0,0,0,0
1,21.83093746109517,6583.302432069978,4.620375210297271,29.431844467775235,52.56323512720617,50.827841380157295,63.65558450014197,3.162688191,3.848280884984272,9.084243264918737,8.681816481510964,0,0,0,0
1,20.527941346560283,6360.834303604908,4.789860408,29.402049822492366,55.46373260647559,47.811450804975216,64.50146954234582,9.234915108009103,2.2853338306251127,1.9939886294005131,9.995786580681692,0,0,0,0
1,20.796216684362626,6553.920282645397,4.955424456801284,32.18066051205534,50.093194316133705,50.21761008595696,63.78851540690741,2.5343006601223217,6.814025957844723,4.246498555166612,9.248945657725324,0,0,0,0
1,20.623547697259596,5966.217203875544,5.912509470659473,34.11209842948499,50.65725045,49.182640919120416,65.04073388115674,0.7417354501284612,4.996742874976127,4.395034565560117,6.768517904254082,0,0,0,0
1,20.239239678742475,6324.204643811828,4.771824240798701,35.10998595720434,53.91790405152176,47.57077728981449,64.07412941763477,5.931831648058453,6.3103588938092825,8.379549598198704,7.4352573573804435,0,0,0,0
1,21.44877782428649,6286.694621520214,5.2524751553894955,31.75169276743541,51.751061952857455,49.67794005816591,64.07580827,9.554783827815168,3.3956437063496936,8.451549897229837,7.971916136423966,0,0,0,0
1,21.590172290642233,6136.968419,5.932398639425439,35.66879488131043,55.40203730773052,49.62338232374426,63.165104598815404,4.124791035365267,3.056056248581319,2.3886954998398346,5.5550972363280815,0,0,0,0
1,20.117494455971208,5960.935518097644,5.216154581,33.032624837279755,52.00555505267255,48.85496118085805,64.62117040411725,4.813997973673163,6.535157029502374,8.828533989123844,0.12399477985751584,0,0,0,0
1,20.387442894714162,6490.097278699719,5.281431540862567,33.331812665437376,54.06905579378187,48.662663607739695,65.07410222126907,7.747539632852027,4.464724046415451,1.1379981029414457,7.706386180711016,0,0,0,0
1,21.405730799843674,6720.215415058727,5.4317546050202345,36.56933630593674,55.97135169607831,50.406643233890776,66.10346211,4.1703992189395045,8.675929659099188,9.267664890365129,0.23140829805278207,0,0,0,0
1,20.950316434549233,6053.5707070952685,4.709630524935958,29.72463748475945,54.046811012802316,48.586532003740075,64.91304929216943,2.990642683333813,4.430227489580528,4.848008601355021,1.1867058012812437,0,0,0,0
1,21.60002347504263,6486.3253454061405,5.1503247592352785,34.07860107,55.706463043952226,47.954911925262465,65.38421522952132,2.4216654805619164,7.574664437,6.797183643744476,1.038130780998604,0,0,0,0
1,20.805895528581516,6178.979512319239,4.734284310706517,32.53637788516353,50.06614777522486,45.91188489519722,64.89029154,3.919450536421313,4.5310941851813675,2.5844053667362883,1.3732579999982142,0,0,0,0
1,21.78080001304378,6580.105151015054,5.946322326400934,32.85465813566477,50.615757440147114,49.72543981988294,63.54516819799985,6.867874125171392,8.147842669340282,8.541627034651103,7.686359604509743,0,0,0,0
1,21.55237339254548,6422.307921236683,5.114018800900196,35.43229894467506,51.915401811988936,46.29555209664921,63.74299991608891,8.193844843311258,7.540022418,3.784724389247994,7.137211264697452,0,0,0,0
1,21.27713667826263,6455.905534244545,5.287003649863138,34.132958056792006,54.96425946913321,47.18888660042766,66.06507349,2.805593594564162,5.690939282964314,5.921521643661147,7.5240581356765155,0,0,0,0
1,21.12523036894222,5947.326011874634,4.676996156898765,36.16246284320688,55.48371178944646,45.630722299892284,64.24495260760008,0.20533931538964323,7.353998809804738,3.4110777830097327,8.869594900256066,0,0,0,0
1,20.598124533626976,6701.009594166414,5.351077379509298,30.991434343244393,51.131520174341176,46.956896243529485,64.21119784435841,0.9902555991116835,6.6794738295221645,9.637317936806252,4.480434079987027,0,0,0,0
1,21.489179842247133,6468.805621082499,5.231458891,29.969275171425043,51.33647483959466,50.816198727012846,64.20640513331007,0.3280125546756907,4.521634738919304,1.0419744495079613,3.687720684706983,0,0,0,0
1,21.398800518096884,6237.289026314222,5.212609967,36.251067033030544,53.49957923820905,46.83095673355764,65.62839047,7.513382519252458,7.038364889489816,2.460011086289562,8.010671415821463,0,0,0,0
1,21.515737809557343,6146.697490212062,5.341919240656217,30.45555338,54.59189733346777,46.45051736,64.50353152537336,2.1802655524294687,3.4120944450313693,3.8691772111414613,9.139098105643326,0,0,0,0
1,20.45704845,6706.081246821641,4.979141281169787,33.44846394191697,54.64481561013977,48.45643683455933,64.94412782632558,4.052518737,4.532001360625956,7.503877188219487,7.903160089395903,0,0,0,0
1,21.941198955046527,6594.669342980712,5.052150275209396,29.10916696765056,52.83420689228562,48.93095063874269,65.78829998,0.017940458,0.3849730425896992,7.196102700537809,5.540711183645575,0,0,0,0
1,20.355616456912266,6104.121283004453,5.794655203486775,35.671494529641414,51.54816830617743,49.217058365818936,64.58400708357078,9.675240279114062,8.822577873349461,5.824543435288001,8.189096626503833,0,0,0,0
1,20.353682493192274,6189.695019234587,5.931691781959557,32.17889350685936,52.79631728670658,49.451567094357834,64.94339410932993,9.439457292430397,5.828259933,5.635474284152891,5.551043405458037,0,0,0,0
1,21.685145118966556,6500.826808872501,5.562860482,31.616515300170228,51.799951683535475,49.93468546,63.59314842662502,1.4677084053789125,5.7792125161609516,3.756654538330803,2.373145306694645,0,0,0,0
1,21.91783725513966,6584.422735383522,4.818232435663245,29.808604618727742,53.324344993795656,47.52626786544168,64.222953,1.178059709,7.312236556075261,8.008780927,9.609400270956538,0,0,0,0
1,21.961522275119275,6106.111565724413,5.177429860464969,36.201938432976824,54.16623946433536,46.718895062115216,63.47438672448468,8.156469885489933,8.393237532355208,8.054369462154328,0.41896687870417004,0,0,0,0
1,20.579832709695435,6292.476577184708,4.956364379444808,31.09893396,51.74703390402577,45.00531507751523,65.82001024885147,4.651856125850688,4.024094856421302,6.394922656907614,0.8774683923703963,0,0,0,0
1,21.541624427561526,6622.637016962844,6.031265438380291,34.65767898,50.444514797750884,46.70225721712739,64.46489490106178,1.7595866349280131,4.366253483029437,9.253049622051668,7.179803762429527,0,0,0,0
1,21.82925102822585,5978.561109609298,4.829874475120747,33.23494372723065,55.33297243,49.946326307064304,64.95067725,8.236615724626915,6.875491927779779,5.393354076490948,6.677567326900855,0,0,0,0
1,21.25400063,6246.068684318101,5.262155216532831,33.41443301310926,53.72277884218272,48.176773761361694,63.993636310329265,5.060404345,4.168356556235118,2.4956713874946166,9.284497469080778,0,0,0,0
1,20.574541161257375,6570.576983753617,5.389934828234193,31.97503601,54.629642526467165,50.80056148633983,63.35628534100646,8.268032242,2.4422912361621614,2.339930777023131,9.636634179168032,0,0,0,0
1,21.248309950655134,6058.262784194529,4.748335348424585,30.728737338747624,50.82186186114385,49.493206970919374,65.80267911614922,0.5599252218082718,3.6535894044797463,2.720035385,1.2525414034107796,0,0,0,0
1,20.098384831114714,6510.231583505386,5.7099561837000286,33.78653322,54.32315908723891,47.11755791890566,63.80179460357633,7.930088012058851,7.456349614052678,7.712157405644768,8.494716638,0,0,0,0
1,20.274916831368067,6475.746843992559,5.760030901372195,31.21222126506587,52.75486302357757,50.89945043,64.95965147569946,0.32709240949157836,0.5153880531378117,8.549687221575706,0.4034995534131758,0,0,0,0
1,20.122069816476703,6597.6936991101265,5.678683640409026,35.928407327141976,55.764238621095146,45.545607735416006,63.613030190171855,3.3842005124028027,4.359558422920467,2.7286140420747205,9.220382565743844,0,0,0,0
1,21.57806858714148,6716.4114830106555,5.167426764382825,32.06668215350814,53.92007830870468,48.580125053001886,65.22009739651836,2.683287869291713,0.4046282638499482,7.977687642622292,8.320473448,0,0,0,0
1,21.382618688263758,5988.800333579933,5.765120190716491,29.63315938504373,55.01376545388975,46.69823766,63.89543895328028,9.168160558925383,2.0175869414780796,4.580929090586457,9.990548935956431,0,0,0,0
1,20.116957093656193,6666.064978537115,5.742701655242293,36.031197345766834,52.79835437147401,50.473669610293285,63.66005934753308,2.795390000580089,1.324725738326824,1.0150588048181093,0.5272807100312948,0,0,0,0
1,21.43368835530347,6424.612177794705,5.980974881230658,29.97768942888193,54.74418749089913,46.63830194107199,65.13231197081953,5.956838101102502,7.340249989565524,9.541735663378994,9.359735473840312,0,0,0,0
1,21.33006829,6132.832394,5.734241025718255,30.84324352859733,51.95390626613247,48.64553539828378,64.99711716614252,1.746858647364894,5.925293350672944,9.916123581386401,6.117841535,0,0,0,0
1,20.795210219011825,6572.7157766449145,6.092288070709458,32.787528666797705,50.86095182,45.31451257588429,65.73350615939937,7.270873774518312,3.7484135387832076,7.102088460147501,1.2507485707714994,0,0,0,0
1,20.425913129336404,6268.118417216913,4.639497320107837,36.342907926614544,52.60365706561415,48.490141047615964,64.82567713774583,8.112393082188557,7.749670057333959,9.139302357779998,2.2321893559840653,0,0,0,0
1,20.732976713282053,5984.085381747173,5.707424908,33.82673434841736,55.83515322110092,45.80993094687084,64.33864533028994,7.341090253379735,0.9655675722238826,4.473656322258782,8.325326316884354,0,0,0,0
1,21.89918356497634,6353.924815437285,5.728008233862331,35.51069222028488,54.43022864,50.332589338703016,64.93060180062511,8.061805158709355,4.1651587991223735,1.944774717157393,3.2438770514614124,0,0,0,0
1,20.03524000230555,6532.375312321457,5.211465639,32.82839444600424,53.25667267490442,49.827398567254804,63.37870741685655,6.881496302570077,5.132955565900611,2.5727508470826526,2.6700556778183246,0,0,0,0
1,21.2398394,6575.743870529391,4.682482409377652,32.284132683903024,51.48242561971641,46.348035370522155,65.41662763,5.141155275649575,7.328235362012263,1.2374427025850205,9.684292505257336,0,0,0,0
1,20.641969310349065,6130.861302105516,5.293583027340427,29.214042544858764,53.72411158386975,47.01072854115841,63.14287580213022,6.318865825021777,3.0322187742807976,2.903738200961015,2.1433756333005647,0,0,0,0
1,20.26670994018425,6018.4327430959265,5.915796185060202,34.63626025094003,54.846778427210374,49.260741116707976,65.02756991,0.6539406741007914,4.304194363,8.028314554709782,4.650282710425254,0,0,0,0
1,20.502521683641294,6379.254324045528,5.278921281920664,30.40187967842023,54.06783193389025,45.909856405462335,65.70648637137272,0.5182717046607566,2.909952799632173,6.166100703841306,0.14882850620944632,0,0,0,0
1,20.28967802097237,6513.697673661378,5.020308425845444,36.49999896787845,53.767645486460104,45.01841280249938,64.40547422756491,5.195048412,8.590070573005848,6.505919656383638,9.313547679674356,0,0,0,0
1,21.805922104228927,6649.266803094009,5.097156317993505,32.90088598327645,52.3060853,46.92720112803853,64.31597974093364,5.535861839308172,1.6778571650760092,5.689584976,6.537172100823364,0,0,0,0
1,21.360985426532203,6665.312811730044,5.653111734349066,36.349112117389566,50.54484227455638,46.594578819685744,63.20008193474319,4.723734314519755,7.861534647297149,4.073771772508605,7.250797535097582,0,0,0,0
1,20.695142099365196,6321.346361,6.027485045096286,32.176713864153335,55.21764805505284,45.25693375560556,63.798299463342715,1.4223495392727137,2.077705448141972,8.477235454727506,4.709241515101288,0,0,0,0
1,21.989014860489238,6142.931409714932,5.663952429832685,34.02962557980475,55.89177273,47.082165468301305,64.29983433504566,7.659244686,0.6937431029671817,1.7524520116704956,5.243956467320631,0,0,0,0
1,21.34873172380544,6250.097120522282,5.025193288315041,33.67826665755276,53.92920693842085,49.31515173009366,65.80336982,9.068646968437104,6.795540834936917,7.706847676017555,3.5546024858042244,0,0,0,0
1,21.89871351074088,6638.906973293727,6.163840150816289,34.52089045047957,54.34791600319835,45.46273648200557,63.28414237645439,5.814446393,7.827702644458256,4.248452711367378,6.709970454,0,0,0,0
1,20.14344732,6105.200651820843,5.954142570033046,34.65608852609108,50.927192294539736,45.104736010707775,64.47473138402778,4.111672258335028,5.5935454322916796,1.7996226090817364,9.366560000534106,0,0,0,0
1,20.94425562110095,6327.350726987017,5.304442946443165,29.799623077983117,50.25222031586719,47.40688710370397,65.09821510406562,4.992430104,7.454336382879866,9.194700195792162,8.924379211,0,0,0,0
1,20.515219906167292,6013.3584728704245,5.167650590615539,33.54287734037345,50.164722284167695,48.42078384566364,66.01472880758982,6.661086518121105,1.4254094994982984,3.2332343274311164,8.889747960759916,0,0,0,0
1,21.297941429814774,6053.512410747482,4.776840383217799,33.735698228425356,55.64376113131432,47.19374123103006,65.82218659607564,4.004835954891375,6.386432495347924,3.2384421026114643,7.491955386948438,0,0,0,0
